0,8.1658
10,4.7288
20,4.4692
30,4.2424
40,4.2011
50,3.9952
60,3.8934
70,3.9511
80,3.7932
90,3.7121
100,3.6937
110,3.5817
120,3.5053
130,3.5039
140,3.5017
150,3.3583
160,3.3981
170,3.4117
180,3.2858
190,3.3360
200,3.3528
210,3.2774
220,3.2708
230,3.1763
240,3.2753
250,3.1610
260,3.2818
270,2.9953
280,3.1438
290,3.0741
300,3.2848
310,3.0492
320,3.1254
330,3.2118
340,3.1246
350,3.1321
360,3.0809
370,2.8745
380,3.0155
390,3.0582
400,3.0123
410,2.9798
420,2.9101
430,3.0485
440,3.0051
450,3.0710
460,2.9659
470,2.9795
480,2.9269
490,2.9857
500,2.8692
510,2.8879
520,2.8752
530,2.8475
540,2.9905
550,2.8652
560,2.9362
570,2.8878
580,2.9299
590,2.9407
600,2.8540
610,2.8533
620,2.8007
630,2.6764
640,2.6903
650,2.8299
660,2.7630
670,2.5774
680,2.7482
690,2.7112
700,2.8034
710,2.7529
720,2.7489
730,2.7689
740,2.7644
750,2.6726
760,2.5849
770,2.7808
780,2.6829
790,2.6559
800,2.7246
810,2.6110
820,2.7306
830,2.7514
840,2.6917
850,2.6909
860,2.6154
870,2.7326
880,2.6724
890,2.6958
900,2.7403
910,2.6503
920,2.7158

930,2.4385
940,2.4839
950,2.6273
960,2.4813
970,2.6194
980,2.4201
990,2.4743
1000,2.5639
1010,2.5985
1020,2.5243
1030,2.5058
1040,2.5154
1050,2.5498
1060,2.4667
1070,2.5125
1080,2.4355
1090,2.5160
1100,2.5038
1110,2.4906
1120,2.5654
1130,2.4881
1140,2.5406
1150,2.5430
1160,2.4938
1170,2.5530
1180,2.6185
1190,2.5245
1200,2.4802
1210,2.5848
1220,2.5385
1230,2.5423
1240,2.4258
1250,2.3910
1260,2.4140
1270,2.3918
1280,2.3921
1290,2.3399
1300,2.3752
1310,2.4234
1320,2.4568
1330,2.4708
1340,2.4150
1350,2.4733
1360,2.3645
1370,2.4193
1380,2.5067
1390,2.3800
1400,2.4492
1410,2.3863
1420,2.3186
1430,2.3828
1440,2.3007
1450,2.4495
1460,2.3619
1470,2.3766
1480,2.4989
1490,2.3648
1500,2.4617
1510,2.4064
1520,2.4047
1530,2.3632
1540,2.6168
